"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Summary statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Northwest Territories","2016A000261","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891092","13.1.3","1.3","","","","1"
"2017","Northwest Territories","2016A000261","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891093","13.1.4","-1.0","","","","1"
"2017","Nunavut","2016A000262","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891094","14.1.1","4.4","","","","1"
"2017","Nunavut","2016A000262","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891095","14.1.2","4.5","","","","1"
"2017","Nunavut","2016A000262","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891096","14.1.3","","x","","","1"
"2017","Nunavut","2016A000262","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891097","14.1.4","-1.7","","","","1"
"2018","Canada","2016A000011124","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v96596660","1.1.1","7375.8","","","","1"
"2018","Canada","2016A000011124","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v96596661","1.1.2","6377.9","","","","1"
"2018","Canada","2016A000011124","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v96596662","1.1.3","1132.9","","","","1"
"2018","Canada","2016A000011124","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v96596663","1.1.4","13.5","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891046","2.1.1","80.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891047","2.1.2","66.7","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891048","2.1.3","15.2","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891049","2.1.4","17.5","","","","1"
"2018","Prince Edward Island","2016A000211","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891050","3.1.1","11.8","","","","1"
"2018","Prince Edward Island","2016A000211","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891051","3.1.2","9.7","","","","1"
"2018","Prince Edward Island","2016A000211","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891052","3.1.3","2.0","","","","1"
"2018","Prince Edward Island","2016A000211","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891053","3.1.4","18.3","","","","1"
"2018","Nova Scotia","2016A000212","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891054","4.1.1","137.5","","","","1"
"2018","Nova Scotia","2016A000212","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891055","4.1.2","111.7","","","","1"
"2018","Nova Scotia","2016A000212","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891056","4.1.3","24.1","","","","1"
"2018","Nova Scotia","2016A000212","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891057","4.1.4","18.7","","","","1"
"2018","New Brunswick","2016A000213","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891058","5.1.1","146.9","","","","1"
"2018","New Brunswick","2016A000213","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891059","5.1.2","122.3","","","","1"
"2018","New Brunswick","2016A000213","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891060","5.1.3","22.4","","","","1"
"2018","New Brunswick","2016A000213","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891061","5.1.4","16.7","","","","1"
"2018","Quebec","2016A000224","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891062","6.1.1","1408.7","","","","1"
"2018","Quebec","2016A000224","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891063","6.1.2","1274.3","","","","1"
"2018","Quebec","2016A000224","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891064","6.1.3","231.3","","","","1"
"2018","Quebec","2016A000224","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891065","6.1.4","9.5","","","","1"
"2018","Ontario","2016A000235","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891066","7.1.1","2834.5","","","","1"
"2018","Ontario","2016A000235","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891067","7.1.2","2409.4","","","","1"
"2018","Ontario","2016A000235","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891068","7.1.3","432.0","","","","1"
"2018","Ontario","2016A000235","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891069","7.1.4","15.0","","","","1"
"2018","Manitoba","2016A000246","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891070","8.1.1","161.3","","","","1"
"2018","Manitoba","2016A000246","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891071","8.1.2","133.6","","","","1"
"2018","Manitoba","2016A000246","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891072","8.1.3","25.0","","","","1"
"2018","Manitoba","2016A000246","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891073","8.1.4","17.2","","","","1"
"2018","Saskatchewan","2016A000247","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891074","9.1.1","129.5","","","","1"
"2018","Saskatchewan","2016A000247","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891075","9.1.2","108.8","","","","1"
"2018","Saskatchewan","2016A000247","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891076","9.1.3","17.9","","","","1"
"2018","Saskatchewan","2016A000247","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891077","9.1.4","15.9","","","","1"
"2018","Alberta","2016A000248","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891078","10.1.1","1368.3","","","","1"
"2018","Alberta","2016A000248","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891079","10.1.2","1199.8","","","","1"
"2018","Alberta","2016A000248","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891080","10.1.3","205.8","","","","1"
"2018","Alberta","2016A000248","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891081","10.1.4","12.3","","","","1"
"2018","British Columbia","2016A000259","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891082","11.1.1","1073.5","","","","1"
"2018","British Columbia","2016A000259","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891083","11.1.2","919.7","","","","1"
"2018","British Columbia","2016A000259","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891084","11.1.3","153.0","","","","1"
"2018","British Columbia","2016A000259","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891085","11.1.4","14.3","","","","1"
"2018","Yukon","2016A000260","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891086","12.1.1","","x","","","1"
"2018","Yukon","2016A000260","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891087","12.1.2","","x","","","1"
"2018","Yukon","2016A000260","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891088","12.1.3","","x","","","1"
"2018","Yukon","2016A000260","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891089","12.1.4","","x","","","1"
"2018","Northwest Territories","2016A000261","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891090","13.1.1","","x","","","1"
"2018","Northwest Territories","2016A000261","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891091","13.1.2","","x","","","1"
"2018","Northwest Territories","2016A000261","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891092","13.1.3","1.1","","","","1"
"2018","Northwest Territories","2016A000261","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891093","13.1.4","","x","","","1"
"2018","Nunavut","2016A000262","Automotive equipment rental and leasing [5321]","Operating revenue","Dollars","81","millions","6","v116891094","14.1.1","4.9","","","","1"
"2018","Nunavut","2016A000262","Automotive equipment rental and leasing [5321]","Operating expenses","Dollars","81","millions","6","v116891095","14.1.2","4.5","","","","1"
"2018","Nunavut","2016A000262","Automotive equipment rental and leasing [5321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v116891096","14.1.3","","x","","","1"
"2018","Nunavut","2016A000262","Automotive equipment rental and leasing [5321]","Operating profit margin","Percent","239","units ","0","v116891097","14.1.4","8.5","","","","1"
